Process,Periodicity,Status_Today,Status_Legend,Remarks,SourceFile
Non Derivative Price Control Process,Daily,OK,nan,681,Control de ejecución de WA y procesos diarios - Megacompliance -27032025.xlsx
Derivative Price Control Process,Daily,OK,nan,681,Control de ejecución de WA y procesos diarios - Megacompliance -27032025.xlsx
Fees Reconciliation Job,Monthly,OK,nan,0 eligible,Control de ejecución de WA y procesos diarios - Megacompliance -27032025.xlsx
FX Rate Migration,Daily,PDTE,nan,305,Control de ejecución de WA y procesos diarios - Megacompliance -27032025.xlsx
Migration_Common_To_Compliance Tradable Assets,Daily,PDTE,nan,N° of TA in MegaCommon D-1:588 N° of TA in MegaCompliance D-1:336,Control de ejecución de WA y procesos diarios - Megacompliance -27032025.xlsx
Migration_Common_To_Compliance Contractual Client,Daily,PDTE,nan,N° of clients in MegaCommon D-1: 0 N° of clients in MegaCompliance D-1:0,Control de ejecución de WA y procesos diarios - Megacompliance -27032025.xlsx
Daily Contractos WA was executed,Daily,PDTE,nan,748  lines impacted,Control de ejecución de WA y procesos diarios - Megacompliance -27032025.xlsx
Main Entity (0038) business date was updated,Daily,OK,nan,nan,Control de ejecución de WA y procesos diarios - Megacompliance -27032025.xlsx
Main Entity (ALL) business date was updated,Daily,OK,nan,nan,Control de ejecución de WA y procesos diarios - Megacompliance -27032025.xlsx
Nodes,Weekly(Monday),OK,nan,nan,Control de ejecución de WA y procesos diarios - Megacompliance -27032025.xlsx
MegaBroker Data,Daily,OK,nan,nan,Control de ejecución de WA y procesos diarios - Megacompliance -27032025.xlsx
!,nan,nan,nan,nan,Control de ejecución de WA y procesos diarios - Megacompliance -27032025.xlsx
Recepción de ficheros de RF,Daily,OK,OK,Number of lines received: 10847,Control de ejecución de WA y procesos diarios - Megacompliance -28012025.xlsx
Recepción de ficheros de RV,Daily,OK,KO,Number of lines received: 5255,Control de ejecución de WA y procesos diarios - Megacompliance -28012025.xlsx
Recepción de ficheros de Opderivados,Daily,OK,KR,Number of lines received: 65,Control de ejecución de WA y procesos diarios - Megacompliance -28012025.xlsx
Recepción de ficheros de Prderivados,Daily,OK,PDTE,Number of lines received: 1897,Control de ejecución de WA y procesos diarios - Megacompliance -28012025.xlsx
Recepción de ficheros de AC_RF,Daily,PDTE,nan,nan,Control de ejecución de WA y procesos diarios - Megacompliance -28012025.xlsx
Recepción de ficheros de AC_RV,Daily,PDTE,nan,nan,Control de ejecución de WA y procesos diarios - Megacompliance -28012025.xlsx
Reconciliation_Job,Monthly,OK,nan,2 eligible,Control de ejecución de WA y procesos diarios - Megacompliance -28012025.xlsx
AutomaticDashboard,Monthly,OK,nan,672 dashboards,Control de ejecución de WA y procesos diarios - Megacompliance -28012025.xlsx
Depositary Fees Calculation,Monthly,PDTE,nan,137  eligible,Control de ejecución de WA y procesos diarios - Megacompliance -28012025.xlsx
Management Fees Calculation,Monthly,PDTE,nan,140  eligible,Control de ejecución de WA y procesos diarios - Megacompliance -28012025.xlsx
Success Fees Calculation,Monthly,PDTE,nan,137  eligible,Control de ejecución de WA y procesos diarios - Megacompliance -28012025.xlsx
Ratios Job,Monthly,PDTE,nan,69 eligible,Control de ejecución de WA y procesos diarios - Megacompliance -28012025.xlsx
Sections Job,Monthly,PDTE,nan,2 eligible,Control de ejecución de WA y procesos diarios - Megacompliance -28012025.xlsx
Investment Policy Job Default,Monthly,OK,nan,2 eligible,Control de ejecución de WA y procesos diarios - Megacompliance -28012025.xlsx
Non Derivative Price Control Process,Daily,PDTE,nan,665,Control de ejecución de WA y procesos diarios - Megacompliance -28012025.xlsx
Derivative Price Control Process,Daily,PDTE,nan,665,Control de ejecución de WA y procesos diarios - Megacompliance -28012025.xlsx
Fees Reconciliation Job,Monthly,OK,nan,0 eligible,Control de ejecución de WA y procesos diarios - Megacompliance -28012025.xlsx
FX Rate Migration,Daily,PDTE,nan,305,Control de ejecución de WA y procesos diarios - Megacompliance -28012025.xlsx
Migration_Common_To_Compliance Tradable Assets,Daily,PDTE,nan,N° of TA in MegaCommon D-1:121 N° of TA in MegaCompliance D-1:122,Control de ejecución de WA y procesos diarios - Megacompliance -28012025.xlsx
Migration_Common_To_Compliance Contractual Client,Daily,PDTE,nan,N° of clients in MegaCommon D-1: 0 N° of clients in MegaCompliance D-1:0,Control de ejecución de WA y procesos diarios - Megacompliance -28012025.xlsx
Daily Contractos WA was executed,Daily,PDTE,nan,1123  lines impacted,Control de ejecución de WA y procesos diarios - Megacompliance -28012025.xlsx
Main Entity (0038) business date was updated,Daily,OK,nan,nan,Control de ejecución de WA y procesos diarios - Megacompliance -28012025.xlsx
Main Entity (ALL) business date was updated,Daily,OK,nan,nan,Control de ejecución de WA y procesos diarios - Megacompliance -28012025.xlsx
Nodes,Weekly(Monday),OK,nan,nan,Control de ejecución de WA y procesos diarios - Megacompliance -28012025.xlsx
MegaBroker Data,Daily,OK,nan,nan,Control de ejecución de WA y procesos diarios - Megacompliance -28012025.xlsx
!,nan,nan,nan,nan,Control de ejecución de WA y procesos diarios - Megacompliance -28012025.xlsx
Recepción de ficheros de RF,Daily,OK,OK,Number of lines received: 11159,Control de ejecución de WA y procesos diarios - Megacompliance -28022025.xlsx
Recepción de ficheros de RV,Daily,OK,KO,Number of lines received: 15241,Control de ejecución de WA y procesos diarios - Megacompliance -28022025.xlsx
Recepción de ficheros de Opderivados,Daily,OK,KR,Number of lines received: 264,Control de ejecución de WA y procesos diarios - Megacompliance -28022025.xlsx
Recepción de ficheros de Prderivados,Daily,OK,PDTE,Number of lines received: 2121,Control de ejecución de WA y procesos diarios - Megacompliance -28022025.xlsx
Recepción de ficheros de AC_RF,Daily,PDTE,nan,nan,Control de ejecución de WA y procesos diarios - Megacompliance -28022025.xlsx
Recepción de ficheros de AC_RV,Daily,PDTE,nan,nan,Control de ejecución de WA y procesos diarios - Megacompliance -28022025.xlsx
Reconciliation_Job,Monthly,OK,nan,0 eligible,Control de ejecución de WA y procesos diarios - Megacompliance -28022025.xlsx
AutomaticDashboard,Monthly,OK,nan,1340 dashboards,Control de ejecución de WA y procesos diarios - Megacompliance -28022025.xlsx
Depositary Fees Calculation,Monthly,OK,nan,2 eligible,Control de ejecución de WA y procesos diarios - Megacompliance -28022025.xlsx
Management Fees Calculation,Monthly,OK,nan,2 eligible,Control de ejecución de WA y procesos diarios - Megacompliance -28022025.xlsx
Success Fees Calculation,Monthly,OK,nan,2 eligible,Control de ejecución de WA y procesos diarios - Megacompliance -28022025.xlsx
Ratios Job,Monthly,OK,nan,68 eligible,Control de ejecución de WA y procesos diarios - Megacompliance -28022025.xlsx
Sections Job,Monthly,OK,nan,20 eligible,Control de ejecución de WA y procesos diarios - Megacompliance -28022025.xlsx
Investment Policy Job Default,Monthly,OK,nan,0 eligible,Control de ejecución de WA y procesos diarios - Megacompliance -28022025.xlsx
Non Derivative Price Control Process,Daily,OK,nan,663,Control de ejecución de WA y procesos diarios - Megacompliance -28022025.xlsx
Derivative Price Control Process,Daily,OK,nan,663,Control de ejecución de WA y procesos diarios - Megacompliance -28022025.xlsx
Fees Reconciliation Job,Monthly,OK,nan,0 eligible,Control de ejecución de WA y procesos diarios - Megacompliance -28022025.xlsx
FX Rate Migration,Daily,OK,nan,305,Control de ejecución de WA y procesos diarios - Megacompliance -28022025.xlsx
Migration_Common_To_Compliance Tradable Assets,Daily,PDTE,nan,N° of TA in MegaCommon D-1:88 N° of TA in MegaCompliance D-1:70,Control de ejecución de WA y procesos diarios - Megacompliance -28022025.xlsx
Migration_Common_To_Compliance Contractual Client,Daily,PDTE,nan,N° of clients in MegaCommon D-1: 1 N° of clients in MegaCompliance D-1:1,Control de ejecución de WA y procesos diarios - Megacompliance -28022025.xlsx
Daily Contractos WA was executed,Daily,PDTE,nan,804  lines impacted,Control de ejecución de WA y procesos diarios - Megacompliance -28022025.xlsx
Main Entity (0038) business date was updated,Daily,OK,nan,nan,Control de ejecución de WA y procesos diarios - Megacompliance -28022025.xlsx
Main Entity (ALL) business date was updated,Daily,OK,nan,nan,Control de ejecución de WA y procesos diarios - Megacompliance -28022025.xlsx
Nodes,Weekly(Monday),OK,nan,nan,Control de ejecución de WA y procesos diarios - Megacompliance -28022025.xlsx
MegaBroker Data,Daily,OK,nan,nan,Control de ejecución de WA y procesos diarios - Megacompliance -28022025.xlsx
!,nan,nan,nan,nan,Control de ejecución de WA y procesos diarios - Megacompliance -28022025.xlsx
Recepción de ficheros de RF,Daily,OK,OK,Number of lines received: 10864,Control de ejecución de WA y procesos diarios - Megacompliance -29012025 - Copy.xlsx
Recepción de ficheros de RV,Daily,OK,KO,Number of lines received: 5247,Control de ejecución de WA y procesos diarios - Megacompliance -29012025 - Copy.xlsx
Recepción de ficheros de Opderivados,Daily,OK,KR,Number of lines received: 65,Control de ejecución de WA y procesos diarios - Megacompliance -29012025 - Copy.xlsx
Recepción de ficheros de Prderivados,Daily,OK,PDTE,Number of lines received: 1913,Control de ejecución de WA y procesos diarios - Megacompliance -29012025 - Copy.xlsx
Recepción de ficheros de AC_RF,Daily,PDTE,nan,nan,Control de ejecución de WA y procesos diarios - Megacompliance -29012025 - Copy.xlsx
Recepción de ficheros de AC_RV,Daily,PDTE,nan,nan,Control de ejecución de WA y procesos diarios - Megacompliance -29012025 - Copy.xlsx
Reconciliation_Job,Monthly,OK,nan,2 eligible,Control de ejecución de WA y procesos diarios - Megacompliance -29012025 - Copy.xlsx
AutomaticDashboard,Monthly,OK,nan,672 dashboards,Control de ejecución de WA y procesos diarios - Megacompliance -29012025 - Copy.xlsx
Depositary Fees Calculation,Monthly,PDTE,nan,1  eligible,Control de ejecución de WA y procesos diarios - Megacompliance -29012025 - Copy.xlsx
Management Fees Calculation,Monthly,PDTE,nan,1  eligible,Control de ejecución de WA y procesos diarios - Megacompliance -29012025 - Copy.xlsx
Success Fees Calculation,Monthly,PDTE,nan,1  eligible,Control de ejecución de WA y procesos diarios - Megacompliance -29012025 - Copy.xlsx
Ratios Job,Monthly,PDTE,nan,71 eligible,Control de ejecución de WA y procesos diarios - Megacompliance -29012025 - Copy.xlsx
Sections Job,Monthly,PDTE,nan,1 eligible,Control de ejecución de WA y procesos diarios - Megacompliance -29012025 - Copy.xlsx
Investment Policy Job Default,Monthly,OK,nan,1 eligible,Control de ejecución de WA y procesos diarios - Megacompliance -29012025 - Copy.xlsx
Non Derivative Price Control Process,Daily,PDTE,nan,665,Control de ejecución de WA y procesos diarios - Megacompliance -29012025 - Copy.xlsx
Derivative Price Control Process,Daily,PDTE,nan,665,Control de ejecución de WA y procesos diarios - Megacompliance -29012025 - Copy.xlsx
Fees Reconciliation Job,Monthly,OK,nan,0 eligible,Control de ejecución de WA y procesos diarios - Megacompliance -29012025 - Copy.xlsx
FX Rate Migration,Daily,PDTE,nan,305,Control de ejecución de WA y procesos diarios - Megacompliance -29012025 - Copy.xlsx
Migration_Common_To_Compliance Tradable Assets,Daily,PDTE,nan,N° of TA in MegaCommon D-1:77 N° of TA in MegaCompliance D-1:211,Control de ejecución de WA y procesos diarios - Megacompliance -29012025 - Copy.xlsx
Migration_Common_To_Compliance Contractual Client,Daily,PDTE,nan,N° of clients in MegaCommon D-1: 0 N° of clients in MegaCompliance D-1:0,Control de ejecución de WA y procesos diarios - Megacompliance -29012025 - Copy.xlsx
Daily Contractos WA was executed,Daily,PDTE,nan,768  lines impacted,Control de ejecución de WA y procesos diarios - Megacompliance -29012025 - Copy.xlsx
Main Entity (0038) business date was updated,Daily,OK,nan,nan,Control de ejecución de WA y procesos diarios - Megacompliance -29012025 - Copy.xlsx
Main Entity (ALL) business date was updated,Daily,OK,nan,nan,Control de ejecución de WA y procesos diarios - Megacompliance -29012025 - Copy.xlsx
Nodes,Weekly(Monday),OK,nan,nan,Control de ejecución de WA y procesos diarios - Megacompliance -29012025 - Copy.xlsx
MegaBroker Data,Daily,OK,nan,nan,Control de ejecución de WA y procesos diarios - Megacompliance -29012025 - Copy.xlsx
!,nan,nan,nan,nan,Control de ejecución de WA y procesos diarios - Megacompliance -29012025 - Copy.xlsx
Recepción de ficheros de RF,Daily,OK,OK,Number of lines received: 10884,Control de ejecución de WA y procesos diarios - Megacompliance -30012025.xlsx
Recepción de ficheros de RV,Daily,OK,KO,Number of lines received: 5244,Control de ejecución de WA y procesos diarios - Megacompliance -30012025.xlsx
Recepción de ficheros de Opderivados,Daily,OK,KR,Number of lines received: 32,Control de ejecución de WA y procesos diarios - Megacompliance -30012025.xlsx
Recepción de ficheros de Prderivados,Daily,OK,PDTE,Number of lines received: 1922,Control de ejecución de WA y procesos diarios - Megacompliance -30012025.xlsx
Recepción de ficheros de AC_RF,Daily,PDTE,nan,nan,Control de ejecución de WA y procesos diarios - Megacompliance -30012025.xlsx
Recepción de ficheros de AC_RV,Daily,PDTE,nan,nan,Control de ejecución de WA y procesos diarios - Megacompliance -30012025.xlsx
Reconciliation_Job,Monthly,OK,nan,2 eligible,Control de ejecución de WA y procesos diarios - Megacompliance -30012025.xlsx
AutomaticDashboard,Monthly,OK,nan,672 dashboards,Control de ejecución de WA y procesos diarios - Megacompliance -30012025.xlsx
Depositary Fees Calculation,Monthly,PDTE,nan,1  eligible,Control de ejecución de WA y procesos diarios - Megacompliance -30012025.xlsx
Management Fees Calculation,Monthly,PDTE,nan,1  eligible,Control de ejecución de WA y procesos diarios - Megacompliance -30012025.xlsx
Success Fees Calculation,Monthly,PDTE,nan,0  eligible,Control de ejecución de WA y procesos diarios - Megacompliance -30012025.xlsx
Ratios Job,Monthly,PDTE,nan,70 eligible,Control de ejecución de WA y procesos diarios - Megacompliance -30012025.xlsx
Sections Job,Monthly,PDTE,nan,0 eligible,Control de ejecución de WA y procesos diarios - Megacompliance -30012025.xlsx
Investment Policy Job Default,Monthly,OK,nan,0 eligible,Control de ejecución de WA y procesos diarios - Megacompliance -30012025.xlsx
Non Derivative Price Control Process,Daily,PDTE,nan,226,Control de ejecución de WA y procesos diarios - Megacompliance -30012025.xlsx
Derivative Price Control Process,Daily,PDTE,nan,9,Control de ejecución de WA y procesos diarios - Megacompliance -30012025.xlsx
Fees Reconciliation Job,Monthly,OK,nan,0 eligible,Control de ejecución de WA y procesos diarios - Megacompliance -30012025.xlsx
FX Rate Migration,Daily,PDTE,nan,305,Control de ejecución de WA y procesos diarios - Megacompliance -30012025.xlsx
Migration_Common_To_Compliance Tradable Assets,Daily,PDTE,nan,N° of TA in MegaCommon D-1:63 N° of TA in MegaCompliance D-1:157,Control de ejecución de WA y procesos diarios - Megacompliance -30012025.xlsx
Migration_Common_To_Compliance Contractual Client,Daily,PDTE,nan,N° of clients in MegaCommon D-1: 0 N° of clients in MegaCompliance D-1:0,Control de ejecución de WA y procesos diarios - Megacompliance -30012025.xlsx
Daily Contractos WA was executed,Daily,PDTE,nan,871  lines impacted,Control de ejecución de WA y procesos diarios - Megacompliance -30012025.xlsx
